Fichero De Datos De SpectraSuite
++++++++++++++++++++++++++++++++++++
Fecha: Mon Jul 06 10:27:05 CST 2026
Usuario: HP
Presente Oscuro Del Espectro: Sí
La Referencia de Presente Del Espectro De: Sí
Muestreados de los componentes de Número de espectros: 1
Espectrómetros: USB4H06056
Tiempo de integración (usec): 300000 (USB4H06056)
Promedio de Espectros Hechos un: 5 (USB4H06056)
El Alisar Del Furgón: 0 (USB4H06056)
Párrafo de de Corregir del la del del de Eléctrica del obscuridad: No (USB4H06056)
Estrobo/Lámpara Permitido: No (USB4H06056)
Correct for Detector Non-linearity: No (USB4H06056)
Párrafo de de Corregir del la del del de Externa del luz: No (USB4H06056)
Procesado del espectro de Número de pixeles en: 3648
>>>>> Comienza Data<<<<< Espectral Procesado Del EL
345.09	215.909
345.30	215.909
345.52	215.909
345.74	108.475
345.95	-88.889
346.17	80.000
346.39	80.000
346.60	182.796
346.82	-230.000
347.04	-661.538
347.25	516.667
347.47	-8.602
347.69	-110.909
347.90	231.959
348.12	425.000
348.34	715.385
348.56	423.077
348.77	-4500.000
348.99	269.643
349.21	145.902
349.42	213.636
349.64	70.520
349.86	230.000
350.07	202.632
350.29	111.111
350.51	-675.000
350.72	112.727
350.94	60.959
351.16	166.292
351.37	53.448
351.59	74.172
351.81	-450.000
352.02	362.791
352.24	242.857
352.46	276.667
352.67	106.977
352.89	145.833
353.10	185.185
353.32	64.000
353.54	155.814
353.75	84.483
353.97	-386.667
354.19	130.075
354.40	164.948
354.62	256.818
354.84	-310.870
355.05	174.797
355.27	265.455
355.49	75.000
355.70	205.195
355.92	-382.857
356.14	151.176
356.35	140.506
356.57	122.464
356.78	171.717
357.00	162.222
357.22	31.206
357.43	-1660.000
357.65	1912.500
357.87	259.322
358.08	160.741
358.30	380.392
358.51	170.833
358.73	147.500
358.95	112.019
359.16	180.315
359.38	54.545
359.60	54.455
359.81	128.689
360.03	-5233.333
360.24	20.870
360.46	76.154
360.68	-470.000
360.89	238.028
361.11	136.641
361.33	36.842
361.54	270.588
361.76	113.402
361.97	153.061
362.19	116.749
362.41	70.130
362.62	84.348
362.84	266.667
363.05	52.101
363.27	290.566
363.49	178.571
363.70	116.234
363.92	188.393
364.13	79.565
364.35	167.407
364.57	-164.286
364.78	159.459
365.00	79.839
365.21	55.102
365.43	100.758
365.65	192.958
365.86	104.152
366.08	60.302
366.29	-192.857
366.51	150.610
366.73	88.660
366.94	147.170
367.16	95.522
367.37	174.545
367.59	136.047
367.80	136.220
368.02	106.034
368.24	152.174
368.45	190.000
368.67	161.654
368.88	91.379
369.10	87.931
369.31	-865.217
369.53	150.505
369.75	116.912
369.96	147.321
370.18	160.185
370.39	233.333
370.61	75.776
370.82	183.654
371.04	86.705
371.26	137.383
371.47	98.406
371.69	101.786
371.90	300.000
372.12	115.842
372.33	59.686
372.55	109.091
372.76	44.304
372.98	102.404
373.20	109.412
373.41	184.722
373.63	132.500
373.84	550.000
374.06	434.375
374.27	154.412
374.49	339.535
374.70	112.088
374.92	166.197
375.13	626.923
375.35	120.126
375.57	204.762
375.78	-35.870
376.00	220.213
376.21	53.623
376.43	67.299
376.64	102.804
376.86	144.295
377.07	72.105
377.29	227.083
377.50	130.000
377.72	187.500
377.93	109.778
378.15	83.019
378.36	90.598
378.58	39.754
378.80	302.817
379.01	41.007
379.23	98.413
379.44	211.765
379.66	143.220
379.87	124.648
380.09	139.394
380.30	43.162
380.52	95.472
380.73	101.639
380.95	105.921
381.16	105.660
381.38	62.736
381.59	219.277
381.81	149.091
382.02	186.275
382.24	117.365
382.45	88.406
382.67	22.535
382.88	155.422
383.10	156.552
383.31	121.951
383.53	62.963
383.74	278.652
383.96	143.434
384.17	250.505
384.39	1437.500
384.60	63.333
384.82	121.538
385.03	153.049
385.25	121.429
385.46	334.568
