Fichero De Datos De SpectraSuite
++++++++++++++++++++++++++++++++++++
Fecha: Wed Jul 15 08:08:27 CST 2026
Usuario: HP
Presente Oscuro Del Espectro: Sí
La Referencia de Presente Del Espectro De: Sí
Muestreados de los componentes de Número de espectros: 1
Espectrómetros: USB4H06056
Tiempo de integración (usec): 300000 (USB4H06056)
Promedio de Espectros Hechos un: 5 (USB4H06056)
El Alisar Del Furgón: 0 (USB4H06056)
Párrafo de de Corregir del la del del de Eléctrica del obscuridad: No (USB4H06056)
Estrobo/Lámpara Permitido: No (USB4H06056)
Correct for Detector Non-linearity: No (USB4H06056)
Párrafo de de Corregir del la del del de Externa del luz: No (USB4H06056)
Procesado del espectro de Número de pixeles en: 3648
>>>>> Comienza Data<<<<< Espectral Procesado Del EL
345.09	106.250
345.30	106.250
345.52	106.250
345.74	-35.000
345.95	61.481
346.17	5.455
346.39	46.154
346.60	240.625
346.82	-77.273
347.04	77.778
347.25	129.630
347.47	977.778
347.69	-219.608
347.90	220.000
348.12	63.158
348.34	169.231
348.56	-102.564
348.77	129.545
348.99	2025.000
349.21	-74.737
349.42	196.429
349.64	-54.839
349.86	-59.459
350.07	28.902
350.29	-15.385
350.51	-12.121
350.72	5.556
350.94	56.627
351.16	36.170
351.37	73.554
351.59	-2350.000
351.81	26.984
352.02	248.276
352.24	-19.355
352.46	-104.478
352.67	-12.329
352.89	-21.000
353.10	19.481
353.32	44.000
353.54	37.500
353.75	8.475
353.97	-28.571
354.19	-39.583
354.40	-66.667
354.62	38.217
354.84	70.690
355.05	181.818
355.27	-100.000
355.49	93.617
355.70	-5.556
355.92	106.757
356.14	-29.801
356.35	128.571
356.57	-153.333
356.78	107.500
357.00	-29.577
357.22	-540.000
357.43	33.929
357.65	-485.000
357.87	200.000
358.08	38.150
358.30	132.432
358.51	34.234
358.73	-7.895
358.95	-30.588
359.16	117.172
359.38	-138.158
359.60	-13.699
359.81	29.032
360.03	-16.667
360.24	34.884
360.46	26.000
360.68	126.667
360.89	-72.289
361.11	68.041
361.33	51.613
361.54	102.740
361.76	108.929
361.97	146.341
362.19	156.790
362.41	207.792
362.62	23.913
362.84	38.144
363.05	89.247
363.27	-8.247
363.49	-64.062
363.70	18.605
363.92	22.656
364.13	37.436
364.35	31.515
364.57	500.000
364.78	31.111
365.00	457.143
365.21	68.966
365.43	111.765
365.65	-322.222
365.86	-39.091
366.08	162.500
366.29	26.846
366.51	123.077
366.73	26.761
366.94	71.676
367.16	57.971
367.37	7.895
367.59	-218.750
367.80	67.164
368.02	70.504
368.24	-4.587
368.45	88.235
368.67	40.580
368.88	140.741
369.10	70.202
369.31	0.000
369.53	126.400
369.75	109.783
369.96	130.000
370.18	69.388
370.39	7.200
370.61	12.766
370.82	74.815
371.04	80.000
371.26	69.512
371.47	-80.899
371.69	310.526
371.90	-120.000
372.12	31.313
372.33	30.000
372.55	24.638
372.76	78.302
372.98	110.526
373.20	-2400.000
373.41	22.414
373.63	76.230
373.84	-32.955
374.06	-9.524
374.27	193.333
374.49	-106.849
374.70	119.565
374.92	-83.495
375.13	24.742
375.35	-1.316
375.57	37.603
375.78	44.706
376.00	48.276
376.21	-4.098
376.43	107.619
376.64	13.793
376.86	236.667
377.07	-42.609
377.29	-32.530
377.50	10.870
377.72	42.069
377.93	71.127
378.15	41.379
378.36	79.581
378.58	36.803
378.80	600.000
379.01	50.000
379.23	18.378
379.44	-59.000
379.66	-17.391
379.87	50.000
380.09	10.884
380.30	37.654
380.52	63.043
380.73	5.747
380.95	7.317
381.16	-4.348
381.38	115.294
381.59	23.239
381.81	-58.519
382.02	61.140
382.24	67.614
382.45	52.444
382.67	26.087
382.88	33.696
383.10	57.616
383.31	29.114
383.53	-2.113
383.74	-24.479
383.96	30.052
384.17	25.000
384.39	36.704
384.60	28.761
384.82	38.519
385.03	18.750
385.25	-34.783
385.46	54.688
385.68	56.164
385.89	38.071
386.11	36.620
386.32	12.322
386.54	34.722
386.75	-30.159
386.97	96.296
387.18	77.626
387.40	63.248
387.61	-15.152
387.83	45.283
388.04	-43.750
388.25	41.489
388.47	25.641
388.68	14.800
388.90	-18.349
389.11	49.351
389.33	115.385
389.54	-94.915
389.76	58.955
389.97	-11.872
390.19	18.824
390.40	19.592
390.62	120.359
390.83	15.481
391.05	53.333
391.26	102.381
391.47	27.922
391.69	15.000
391.90	-54.854
392.12	46.006
392.33	48.454
392.55	-16.250
392.76	-67.361
392.98	72.449
393.19	20.874
393.41	41.573
393.62	-26.786
393.83	26.000
394.05	58.923
394.26	52.490
394.48	22.115
394.69	35.461
394.91	38.911
395.12	-20.168
395.34	31.672
395.55	13.100
395.76	0.935
395.98	15.271
396.19	42.481
396.41	40.078
396.62	55.903
396.84	53.041
397.05	28.750
397.26	14.054
397.48	41.597
397.69	64.734
397.91	19.212
398.12	51.429
398.33	33.333
398.55	20.417
398.76	75.540
398.98	31.677
399.19	17.886
399.41	47.561
399.62	61.321
399.83	20.732
400.05	32.749
400.26	32.632
400.48	48.583
400.69	12.644
400.90	15.311
401.12	71.538
401.33	20.853
401.55	49.032
401.76	34.397
401.97	58.209
402.19	18.910
402.40	30.435
402.62	30.662
402.83	9.441
403.04	47.034
403.26	23.773
403.47	3.933
403.69	20.879
403.90	11.610
404.11	51.304
404.33	34.568
404.54	42.338
404.76	33.784
404.97	56.757
405.18	28.307
405.40	12.968
405.61	12.759
405.83	21.739
406.04	51.932
406.25	44.126
406.47	34.877
406.68	35.458
406.89	49.462
407.11	40.426
407.32	30.789
407.54	32.629
407.75	43.443
407.96	18.561
408.18	49.052
408.39	44.444
408.60	29.730
408.82	46.240
409.03	11.057
409.24	41.187
409.46	15.972
409.67	34.049
409.89	41.962
410.10	33.849
410.31	8.584
410.53	32.134
410.74	36.292
410.95	28.488
411.17	35.839
411.38	29.273
411.59	20.678
411.81	30.886
412.02	40.570
412.23	27.874
412.45	1.724
412.66	23.711
412.87	32.967
413.09	17.722
413.30	29.306
413.51	33.384
413.73	35.591
413.94	11.404
414.15	43.907
414.37	34.046
414.58	23.169
414.79	4.286
415.01	21.374
415.22	27.059
415.43	20.061
415.65	27.591
415.86	33.942
416.07	17.452
416.29	10.661
416.50	28.955
416.71	19.946
416.93	15.586
417.14	22.353
417.35	30.717
417.57	29.512
417.78	16.890
417.99	12.864
418.21	20.276
418.42	21.875
418.63	24.783
418.85	26.861
419.06	19.820
419.27	17.413
419.48	19.860
419.70	14.811
419.91	12.584
420.12	20.112
420.34	9.485
420.55	10.442
420.76	19.738
420.98	13.609
421.19	15.670
421.40	6.530
421.61	8.819
421.83	14.430
422.04	18.825
422.25	9.373
422.47	23.819
422.68	26.868
422.89	18.211
423.11	15.123
423.32	15.493
423.53	20.905
423.74	20.259
423.96	17.342
424.17	16.617
424.38	11.053
424.59	15.970
424.81	19.488
425.02	15.282
425.23	9.966
425.45	13.374
425.66	16.206
425.87	8.693
426.08	17.329
426.30	5.360
426.51	18.423
426.72	16.063
426.93	19.612
427.15	17.341
427.36	14.208
427.57	13.378
427.79	16.198
428.00	12.196
428.21	32.805
428.42	14.109
428.64	11.504
428.85	15.735
429.06	12.163
429.27	15.329
429.49	15.858
429.70	16.240
429.91	9.718
430.12	13.399
430.34	12.974
430.55	8.420
430.76	13.257
430.97	17.405
431.19	13.404
431.40	11.209
431.61	9.854
431.82	14.979
432.03	15.408
432.25	13.863
432.46	12.112
432.67	12.568
432.88	9.472
433.10	13.465
433.31	13.689
433.52	13.099
433.73	10.662
433.95	10.833
434.16	15.569
434.37	13.074
434.58	10.601
434.79	16.421
435.01	10.708
435.22	13.810
435.43	17.248
435.64	12.112
435.86	9.490
436.07	14.511
436.28	10.031
436.49	7.794
436.70	13.417
436.92	13.310
437.13	7.725
437.34	12.606
437.55	15.299
437.76	11.325
437.98	10.609
438.19	10.835
438.40	14.551
438.61	14.186
438.82	13.375
439.04	14.335
439.25	12.930
439.46	12.641
439.67	14.378
439.88	11.205
440.10	8.648
440.31	11.274
440.52	11.010
440.73	9.457
440.94	11.808
441.16	11.765
441.37	9.134
441.58	11.893
441.79	11.322
442.00	9.504
442.21	13.375
442.43	9.513
442.64	10.852
442.85	13.576
443.06	11.595
443.27	9.570
443.48	11.159
443.70	11.197
443.91	13.677
444.12	12.348
444.33	10.518
444.54	13.875
444.75	8.790
444.97	9.657
445.18	9.088
445.39	12.594
445.60	10.092
445.81	10.974
446.02	10.341
446.24	15.190
446.45	11.235
446.66	10.521
446.87	8.896
447.08	11.505
447.29	11.715
447.51	9.973
447.72	10.158
447.93	10.288
448.14	12.808
448.35	10.940
448.56	10.908
448.77	12.954
448.99	10.308
449.20	11.803
449.41	12.816
449.62	12.831
449.83	11.083
450.04	12.465
450.25	12.174
450.46	13.159
450.68	10.119
450.89	10.102
451.10	12.595
451.31	13.971
451.52	12.375
451.73	10.173
451.94	11.882
452.15	12.602
452.37	11.866
452.58	10.718
452.79	10.930
453.00	12.812
453.21	14.422
453.42	13.419
453.63	11.648
453.84	11.605
454.06	11.707
454.27	12.710
454.48	11.933
454.69	12.590
454.90	11.850
455.11	11.406
455.32	10.369
455.53	13.253
455.74	10.921
455.95	12.885
456.17	11.179
456.38	13.612
456.59	12.808
456.80	13.414
457.01	11.741
457.22	10.567
457.43	13.249
457.64	11.519
457.85	13.769
458.06	13.991
458.27	10.968
458.49	12.293
458.70	11.092
458.91	13.902
459.12	12.186
459.33	12.181
459.54	12.665
459.75	12.204
459.96	13.266
460.17	13.147
460.38	11.860
460.59	11.011
460.80	11.659
461.01	11.589
461.23	12.855
461.44	10.600
461.65	11.628
461.86	12.150
462.07	14.638
462.28	12.025
462.49	11.374
462.70	12.800
462.91	13.851
463.12	11.868
463.33	12.763
463.54	13.441
463.75	11.131
463.96	11.682
464.17	12.354
464.38	12.524
464.59	12.658
464.81	12.569
465.02	13.170
465.23	13.129
465.44	11.109
465.65	13.666
465.86	13.728
466.07	12.847
466.28	13.805
466.49	14.224
466.70	13.840
466.91	13.486
467.12	11.692
467.33	14.503
467.54	15.402
467.75	13.004
467.96	13.251
468.17	11.395
468.38	12.247
468.59	12.217
468.80	14.139
469.01	13.283
469.22	11.770
469.43	11.665
469.64	12.705
469.85	11.945
470.06	13.694
470.27	14.502
470.48	10.297
470.69	10.823
470.90	12.020
471.11	14.035
471.32	12.508
471.53	12.614
471.74	12.589
471.95	12.957
472.16	13.497
472.37	9.890
472.58	13.497
472.79	12.829
473.00	13.421
473.21	12.950
473.42	11.719
473.63	12.645
473.84	13.265
474.05	13.663
474.26	11.839
474.47	11.675
474.68	12.420
474.89	12.598
475.10	9.749
475.31	12.663
475.52	12.147
475.73	11.559
475.94	11.739
476.15	12.125
476.36	13.359
476.57	12.805
476.78	13.207
476.99	13.776
477.20	11.734
477.41	13.087
477.62	12.329
477.83	13.216
478.04	13.879
478.25	12.725
478.46	12.872
478.67	12.765
478.88	12.399
479.09	12.927
479.30	13.265
479.51	14.220
479.72	11.111
479.93	13.849
480.14	13.348
480.35	12.488
480.56	12.474
480.77	13.389
480.98	11.864
481.18	12.785
481.39	12.604
481.60	12.503
481.81	12.994
482.02	14.364
482.23	13.336
482.44	12.905
482.65	12.600
482.86	13.779
483.07	12.829
483.28	13.384
483.49	13.494
483.70	12.505
483.91	12.117
484.12	12.820
484.33	12.956
484.53	13.653
484.74	12.023
484.95	13.542
485.16	12.191
485.37	13.751
485.58	13.514
